Country,State,University Name,Type of University,Tie Up with University,School,Technologies/Courses Offered,Course Types,Unplaced %,Corporate Tie Up,Job Offering,Internship,Marketing Strategy,Costing,Hackathons,Services Offered,Scholarships,Tier,Ranking
Pakistan,Lahore,University of Engineering and Technology (UET) Lahore,Public,No,Arts,ML,Online,13.29,Yes,No,Yes,Direct Engagement,$24858,No,Both,No,Tier 1,590
Pakistan,Lahore,American University of Pakistan,Private,Yes,Engineering,ML,Full-time,10.86,Yes,No,Yes,SEO,$20849,No,Consulting,Yes,Tier 3,125
Pakistan,Lahore,Lahore College for Women University,Private,Yes,Business,AI,Online,18.09,No,Yes,Yes,Direct Engagement,$47728,Yes,Training,Yes,Tier 2,670
Pakistan,Lahore,National College of Arts (NCA),Public,No,Business,Cyber Security,Online,7.43,No,Yes,Yes,Community Engagement,$20245,No,Consulting,No,Tier 1,469
Pakistan,Lahore,University of Central Punjab,Private,Yes,Business,IoT,Part-time,12.55,No,Yes,Yes,Search Engine Marketing (SEM),$41892,Yes,Training,No,Tier 2,96
Pakistan,Lahore,Virtual University of Pakistan,Public,No,Science,ML,Online,16.42,No,No,Yes,Search Engine Marketing (SEM),$47566,No,Training,No,Tier 1,138
Pakistan,Karachi,University of Karachi,Private,No,Business,IoT,Part-time,8.01,No,Yes,No,Influencer Marketing,$10678,No,Both,Yes,Tier 3,826
Pakistan,Karachi,Karachi Institute of Technology and Entrepreneurship,Private,Yes,Science,Cyber Security,Online,13.94,No,No,No,Print Media,$22309,Yes,Both,Yes,Tier 1,388
Pakistan,Karachi,Institute of Business Administration (IBA),Public,No,Business,IoT,Part-time,11.06,Yes,No,Yes,SEO,$39382,No,Both,No,Tier 3,652
Pakistan,Karachi,Karachi University of Management Sciences,Public,Yes,Arts,Cyber Security,Full-time,18.29,No,Yes,No,Social Media Advertising,$13096,No,Training,Yes,Tier 2,94
Pakistan,Karachi,Umar Bin Khattab University,Public,No,Science,ML,Online,18.77,No,No,No,Radio and tv advertising,$20479,No,Both,No,Tier 2,916
Pakistan,Karachi,Ziauddin University,Private,No,Arts,ML,Online,14.04,No,No,No,Print Media,$40485,Yes,Both,Yes,Tier 3,730
Pakistan,Islamabad,National University of Sciences and Technology (NUST),Public,Yes,Engineering,IoT,Part-time,13.18,Yes,No,No,Direct Engagement,$27199,Yes,Training,No,Tier 2,145
Pakistan,Islamabad,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Public,No,Engineering,Cyber Security,Online,8.2,Yes,No,No,Radio and tv advertising,$35205,Yes,Both,Yes,Tier 3,130
Pakistan,Islamabad,University of Islamabad,Public,No,Business,Data Science,Part-time,18.03,Yes,Yes,No,Radio and tv advertising,$31563,No,Consulting,Yes,Tier 2,909
Pakistan,Islamabad,Quaid-i-Azam University,Private,Yes,Arts,ML,Full-time,13.17,Yes,No,Yes,Social Media Advertising,$24077,Yes,Both,Yes,Tier 2,961
Pakistan,Islamabad,Bahria University,Private,Yes,Arts,Cyber Security,Part-time,13.25,No,Yes,Yes,SEO,$22348,Yes,Training,No,Tier 3,144
Pakistan,Islamabad,Comsats Institute of Information Technology,Public,Yes,Business,Cyber Security,Part-time,14.46,Yes,No,No,SEO,$34519,Yes,Training,Yes,Tier 2,371
Pakistan,Peshawar,University of Peshawar,Public,No,Arts,Data Science,Full-time,12.33,Yes,Yes,No,Social Media Advertising,$34724,No,Consulting,No,Tier 3,680
Pakistan,Peshawar,Abasyn University,Public,Yes,Science,Cyber Security,Full-time,14.42,No,No,Yes,Radio and tv advertising,$34028,Yes,Both,No,Tier 1,74
Pakistan,Peshawar,Peshawar University,Public,No,Engineering,Cyber Security,Online,18.4,No,No,Yes,Radio and tv advertising,$48971,Yes,Training,No,Tier 3,598
Pakistan,Gujranwala,"University of the Punjab, Gujranwala Campus",Public,No,Business,AI,Part-time,11.62,No,Yes,Yes,Community Engagement,$37122,Yes,Training,No,Tier 2,858
Pakistan,Muzaffarabad,University of Azad Jammu and Kashmir,Private,Yes,Engineering,Data Science,Full-time,15.89,Yes,Yes,No,Email Marketing,$48667,No,Consulting,Yes,Tier 3,81
Pakistan,Quetta,University of Balochistan,Public,Yes,Engineering,IoT,Full-time,18.43,Yes,Yes,Yes,Print Media,$39742,Yes,Both,Yes,Tier 3,405
Pakistan,Dera Ismail Khan,Gomal University,Private,Yes,Engineering,Data Science,Full-time,11.31,No,No,Yes,Direct Engagement,$14607,No,Consulting,No,Tier 1,554
Maldives,Malé,Maldives National University (MNU),Public,No,Engineering,Data Science,Online,15.48,Yes,No,Yes,Print Media,$44559,Yes,Both,Yes,Tier 2,939
Maldives,Malé,University of the Maldives,Private,Yes,Science,AI,Part-time,11.71,No,Yes,Yes,Print Media,$20761,No,Consulting,No,Tier 1,550
Maldives,Malé,Maldives Islamic University,Public,No,Engineering,Cyber Security,Online,9.06,No,No,No,Search Engine Marketing (SEM),$26660,Yes,Consulting,No,Tier 1,288
Maldives,Malé,The Maldives Institute of Technology (MIT),Private,Yes,Engineering,Cyber Security,Part-time,19.9,Yes,Yes,No,Print Media,$47676,Yes,Consulting,Yes,Tier 3,901
Maldives,Malé,The Maldives National College of Higher Education (MNCH),Private,No,Arts,Cyber Security,Online,15.29,No,No,Yes,SEO,$23979,No,Training,No,Tier 3,779
Maldives,Malé,International University of Maldives,Private,No,Business,Cyber Security,Online,5.5,No,Yes,No,Print Media,$16203,Yes,Both,No,Tier 2,554
Maldives,Malé,Amna International University,Private,Yes,Science,Data Science,Part-time,17.04,No,No,No,Radio and tv advertising,$24037,Yes,Consulting,No,Tier 2,555
Mongolia,Ulaanbaatar,National University of Mongolia (NUM),Public,Yes,Arts,ML,Online,17.58,Yes,Yes,Yes,Community Engagement,$39260,No,Consulting,Yes,Tier 2,645
Mongolia,Ulaanbaatar,Mongolian University of Science and Technology (MUST),Public,Yes,Science,IoT,Part-time,10.6,No,No,Yes,Community Engagement,$12874,No,Training,Yes,Tier 2,720
Mongolia,Ulaanbaatar,Mongolian State University of Education,Private,No,Engineering,IoT,Online,5.49,No,No,No,SEO,$16167,No,Consulting,Yes,Tier 1,904
Mongolia,Ulaanbaatar,Mongolian University of Life Sciences,Public,No,Science,Cyber Security,Full-time,19.27,No,No,Yes,Search Engine Marketing (SEM),$35312,Yes,Training,Yes,Tier 1,216
Mongolia,Ulaanbaatar,Mongolian University of Arts and Culture,Public,No,Engineering,Cyber Security,Full-time,18.25,No,Yes,No,Influencer Marketing,$15601,Yes,Both,No,Tier 1,59
Mongolia,Ulaanbaatar,University of the Humanities,Public,No,Engineering,Data Science,Full-time,5.38,Yes,Yes,No,Influencer Marketing,$35832,Yes,Training,No,Tier 1,176
Mongolia,Ulaanbaatar,National Medical University of Mongolia,Private,No,Engineering,Data Science,Full-time,5.17,Yes,Yes,No,Direct Engagement,$38963,Yes,Both,Yes,Tier 1,478
Mongolia,Ulaanbaatar,Mongolian National University of Education,Public,No,Science,IoT,Full-time,15.99,No,No,No,Influencer Marketing,$15792,Yes,Both,Yes,Tier 2,81
Mongolia,Ulaanbaatar,University of Ulaanbaatar,Public,No,Business,Data Science,Full-time,9.03,No,Yes,No,Community Engagement,$28372,No,Training,No,Tier 3,973
Mongolia,Ulaanbaatar,Royal International University,Private,No,Science,IoT,Online,8.27,No,Yes,Yes,Influencer Marketing,$34728,No,Both,Yes,Tier 2,984
Mongolia,Ulaanbaatar,Huree University,Private,No,Engineering,Cyber Security,Part-time,18.38,Yes,Yes,Yes,Radio and tv advertising,$11003,No,Consulting,Yes,Tier 3,892
Mongolia,Ulaanbaatar,Institute of Finance and Economics,Public,No,Engineering,ML,Online,12.33,No,Yes,No,Influencer Marketing,$26938,Yes,Both,Yes,Tier 1,449
Mongolia,Ulaanbaatar,Mongolia International University,Public,Yes,Science,IoT,Full-time,12.98,No,No,No,Social Media Advertising,$47606,Yes,Both,Yes,Tier 2,493
Mongolia,Ulaanbaatar,The Asia University,Private,No,Business,ML,Part-time,5.68,No,No,Yes,Influencer Marketing,$15724,No,Both,No,Tier 2,169
Mongolia,Ulaanbaatar,International University of Mongolia,Private,Yes,Science,Cyber Security,Full-time,15.63,Yes,No,Yes,Search Engine Marketing (SEM),$33310,No,Training,No,Tier 1,113
Mongolia,Ulaanbaatar,Mongolian University of Science and Technology,Private,Yes,Arts,AI,Part-time,17.71,Yes,Yes,Yes,Radio and tv advertising,$37509,Yes,Training,No,Tier 1,210
Mongolia,Ulaanbaatar,Sukhbaatar University,Public,Yes,Science,ML,Full-time,13.61,No,No,Yes,Social Media Advertising,$24642,No,Training,Yes,Tier 3,236
Oman,Muscat,Sultan Qaboos University,Public,Yes,Business,Data Science,Full-time,11.3,Yes,Yes,No,Print Media,$34619,No,Consulting,No,Tier 1,951
Oman,Muscat,Sultan Qaboos University College of Medicine and Health Sciences,Public,No,Business,AI,Online,18.95,No,Yes,Yes,Influencer Marketing,$15502,No,Consulting,No,Tier 3,134
Oman,Muscat,Muscat University,Public,Yes,Business,Cyber Security,Full-time,11.66,Yes,No,Yes,SEO,$46621,No,Training,No,Tier 1,42
Oman,Muscat,The American University of Oman,Private,No,Science,Cyber Security,Online,9.32,Yes,Yes,Yes,Email Marketing,$27465,No,Consulting,No,Tier 3,473
Oman,Muscat,Oman College of Management and Technology,Private,No,Arts,Data Science,Full-time,11.7,No,Yes,Yes,Social Media Advertising,$29127,Yes,Both,No,Tier 1,732
Oman,Salalah,Dhofar University,Private,No,Science,Cyber Security,Part-time,19.81,No,Yes,No,Community Engagement,$13393,Yes,Both,No,Tier 2,771
Oman,Nizwa,University of Nizwa,Private,Yes,Science,AI,Online,14.29,Yes,Yes,No,Community Engagement,$41278,Yes,Consulting,No,Tier 2,919
Oman,Sohar,Oman Medical College,Private,Yes,Arts,IoT,Part-time,12.32,Yes,Yes,Yes,Community Engagement,$24659,No,Training,Yes,Tier 1,463
Oman,Sohar,Sohar University,Public,Yes,Business,IoT,Online,14.21,Yes,Yes,Yes,Print Media,$21631,No,Training,Yes,Tier 1,927
Oman,Sohar,International Maritime College Oman,Private,Yes,Engineering,Data Science,Part-time,5.92,Yes,No,Yes,Email Marketing,$45823,Yes,Training,No,Tier 3,524
Oman,Al Buraimi,Al Buraimi University College,Private,Yes,Arts,ML,Part-time,15.66,Yes,Yes,No,Email Marketing,$40197,Yes,Consulting,Yes,Tier 1,24
Myanmar,Yangon,University of Yangon,Private,No,Business,Data Science,Online,5.9,Yes,Yes,Yes,Community Engagement,$16722,Yes,Both,No,Tier 3,925
Myanmar,Yangon,"University of Medicine 1, Yangon",Public,Yes,Arts,Cyber Security,Full-time,15.86,Yes,Yes,Yes,Social Media Advertising,$19820,No,Training,Yes,Tier 2,736
Myanmar,Yangon,"University of Medicine 2, Yangon",Private,No,Engineering,Data Science,Full-time,11.08,No,Yes,Yes,Social Media Advertising,$34658,Yes,Training,No,Tier 3,95
Myanmar,Yangon,Dagon University,Public,Yes,Engineering,Cyber Security,Full-time,12.47,Yes,Yes,Yes,Radio and tv advertising,$49921,Yes,Consulting,Yes,Tier 1,715
Myanmar,Yangon,Rangoon Institute of Technology,Private,No,Engineering,Data Science,Online,15.1,No,Yes,Yes,SEO,$46607,No,Training,No,Tier 1,924
Myanmar,Yangon,University of Social Sciences,Private,No,Engineering,ML,Part-time,8.62,Yes,Yes,Yes,Direct Engagement,$25118,No,Training,No,Tier 3,104
Myanmar,Yangon,University of Education,Private,Yes,Arts,IoT,Online,16.9,No,Yes,Yes,Direct Engagement,$26849,Yes,Training,No,Tier 1,853
Myanmar,Yangon,University of Distance Education (Yangon),Public,Yes,Engineering,AI,Online,7.17,No,Yes,No,SEO,$13838,Yes,Both,Yes,Tier 3,827
Myanmar,Yangon,Myanmar Institute of Information Technology,Private,No,Engineering,AI,Online,11.88,Yes,No,No,Influencer Marketing,$16031,No,Consulting,No,Tier 2,789
Myanmar,Yangon,American International School of Myanmar,Private,No,Engineering,Cyber Security,Online,8.66,Yes,Yes,Yes,Search Engine Marketing (SEM),$35563,Yes,Training,No,Tier 1,16
Myanmar,Yangon,International University of Myanmar,Private,No,Science,IoT,Online,17.59,No,Yes,No,Radio and tv advertising,$25512,No,Both,Yes,Tier 3,692
Myanmar,Yangon,"University of Computer Studies, Yangon",Private,Yes,Business,IoT,Full-time,12.37,Yes,No,No,Community Engagement,$40687,No,Consulting,Yes,Tier 1,307
Myanmar,Yangon,Asia Pacific International University,Public,Yes,Engineering,Data Science,Full-time,15.99,No,Yes,No,Search Engine Marketing (SEM),$23123,Yes,Consulting,Yes,Tier 1,879
Myanmar,Yangon,Myanmar Aerospace Engineering University,Public,Yes,Arts,Data Science,Online,6.82,No,No,No,Influencer Marketing,$36107,No,Training,Yes,Tier 3,207
Myanmar,Yangon,Myanmar International University,Private,Yes,Arts,IoT,Online,9.34,Yes,Yes,No,Direct Engagement,$14821,Yes,Both,No,Tier 2,194
Myanmar,Mandalay,Mandalay University,Public,Yes,Science,AI,Part-time,8.19,No,No,No,Print Media,$30947,Yes,Consulting,No,Tier 3,38
Myanmar,Mandalay,University of Technology (Yatanarpon),Public,Yes,Science,IoT,Full-time,14.24,Yes,No,Yes,Radio and tv advertising,$24040,No,Both,No,Tier 2,140
Myanmar,Mandalay,"University of Medicine 2, Mandalay",Public,Yes,Engineering,IoT,Part-time,18.61,Yes,Yes,Yes,Print Media,$48503,Yes,Both,Yes,Tier 1,724
Myanmar,Mandalay,Myanmar Institute of Information Technology,Public,No,Science,Cyber Security,Part-time,14.34,Yes,Yes,Yes,SEO,$49882,Yes,Consulting,No,Tier 3,798
Myanmar,Mandalay,"University of Computer Studies, Mandalay",Private,Yes,Engineering,IoT,Online,14.42,Yes,Yes,Yes,Influencer Marketing,$47601,Yes,Both,No,Tier 2,53
Myanmar,Mandalay,"University of Foreign Languages, Mandalay",Private,Yes,Arts,Data Science,Part-time,14.71,No,Yes,Yes,Email Marketing,$17072,Yes,Training,Yes,Tier 2,210
Myanmar,Mandalay,Mandalay University of Economics,Public,No,Engineering,AI,Part-time,7.54,Yes,No,No,Social Media Advertising,$41465,No,Both,No,Tier 3,436
Myanmar,Yezin,University of Forestry,Public,Yes,Business,IoT,Full-time,15.87,No,Yes,Yes,Social Media Advertising,$11493,No,Training,No,Tier 1,999
Myanmar,Yezin,University of Agriculture,Private,Yes,Arts,ML,Full-time,19.85,No,No,No,Community Engagement,$17111,Yes,Both,No,Tier 2,322
Myanmar,Monywa,Monywa University,Public,No,Science,Cyber Security,Part-time,7.51,No,No,Yes,Radio and tv advertising,$40118,No,Training,Yes,Tier 3,291
North Korea,Pyongyang,Kim Il-sung University,Private,Yes,Engineering,IoT,Online,7.48,No,No,Yes,Print Media,$48989,Yes,Training,No,Tier 3,468
North Korea,Pyongyang,Kim Chaek University of Technology,Private,No,Science,ML,Full-time,16.8,Yes,Yes,Yes,SEO,$39213,Yes,Both,Yes,Tier 1,4
North Korea,Pyongyang,Pyongyang University of Science and Technology,Public,No,Engineering,Data Science,Online,15.19,Yes,Yes,No,Search Engine Marketing (SEM),$49364,Yes,Training,Yes,Tier 3,291
North Korea,Pyongyang,Pyongyang University of Foreign Studies,Public,Yes,Engineering,ML,Part-time,13.38,No,No,Yes,Email Marketing,$29768,No,Both,No,Tier 2,899
North Korea,Pyongyang,University of Agriculture,Private,No,Arts,ML,Full-time,16.08,Yes,No,Yes,SEO,$17243,Yes,Both,Yes,Tier 3,142
North Korea,Pyongyang,Kim Hyong-jik University of Education,Private,No,Business,AI,Part-time,14.98,Yes,Yes,Yes,Print Media,$22227,Yes,Consulting,Yes,Tier 2,282
North Korea,Pyongyang,Koryo Medical University,Public,Yes,Business,Cyber Security,Full-time,9.56,Yes,No,No,Direct Engagement,$40861,No,Both,No,Tier 2,527
North Korea,Wonsan,Kangwon National University,Public,Yes,Science,ML,Part-time,7.16,No,No,No,Influencer Marketing,$43198,Yes,Training,Yes,Tier 2,631
North Korea,Hamhung,Northeast Asia University,Private,Yes,Arts,IoT,Part-time,8.84,No,No,Yes,SEO,$43488,No,Both,Yes,Tier 1,506
North Korea,Hamhung,Hamhung University of Chemical Industry,Private,Yes,Science,Cyber Security,Online,9.1,No,No,No,Influencer Marketing,$34957,Yes,Training,No,Tier 3,507
Nepal,Kathmandu,Tribhuvan University,Public,Yes,Science,Cyber Security,Full-time,13.42,Yes,Yes,Yes,Influencer Marketing,$16481,No,Both,Yes,Tier 3,601
Nepal,Kathmandu,Bagmati University,Private,Yes,Arts,AI,Part-time,6.38,Yes,No,No,Radio and tv advertising,$25579,Yes,Training,Yes,Tier 1,26
Nepal,Kathmandu,University of the Himalayas,Public,No,Business,AI,Full-time,12.62,No,Yes,No,Search Engine Marketing (SEM),$32887,Yes,Consulting,Yes,Tier 1,640
Nepal,Kathmandu,South Asian University,Public,No,Business,Data Science,Part-time,10.96,No,No,Yes,Social Media Advertising,$37864,No,Both,Yes,Tier 3,783
Nepal,Kathmandu,Royal University of Bhutan,Private,Yes,Engineering,IoT,Full-time,19.98,No,No,Yes,Community Engagement,$45121,Yes,Both,Yes,Tier 3,821
Nepal,Kathmandu,Kathmandu Medical College,Private,Yes,Arts,ML,Full-time,10.47,Yes,No,Yes,Email Marketing,$33538,No,Training,Yes,Tier 1,732
Nepal,Kathmandu,Nepal Medical College,Private,No,Engineering,AI,Online,8.19,No,No,Yes,Social Media Advertising,$25064,Yes,Training,Yes,Tier 2,710
Nepal,Kathmandu,Shree Harsha University,Public,No,Business,Cyber Security,Full-time,13.49,Yes,No,No,Community Engagement,$43044,No,Training,Yes,Tier 2,905
Nepal,Kathmandu,Himalayan WhiteHouse International College,Public,No,Business,AI,Full-time,8.87,Yes,No,No,Direct Engagement,$18375,Yes,Consulting,Yes,Tier 1,560
Nepal,Kathmandu,The British College,Private,Yes,Science,AI,Full-time,10.84,Yes,No,Yes,SEO,$24435,No,Training,Yes,Tier 3,417
Nepal,Kathmandu,Islington College,Public,Yes,Science,ML,Part-time,17.13,No,No,Yes,Direct Engagement,$46986,No,Consulting,No,Tier 1,58
Nepal,Kathmandu,Ace Institute of Management,Private,No,Science,ML,Part-time,6.55,Yes,No,Yes,Email Marketing,$20838,Yes,Training,No,Tier 3,937
Nepal,Kathmandu,Samriddhi College,Public,Yes,Business,IoT,Online,16.42,Yes,No,Yes,Social Media Advertising,$41414,No,Consulting,Yes,Tier 3,576
Nepal,Pokhara,Pokhara University,Private,No,Engineering,IoT,Full-time,13.75,Yes,Yes,Yes,Search Engine Marketing (SEM),$26812,Yes,Both,Yes,Tier 3,558
Nepal,Lalitpur,Nepal Engineering College,Private,Yes,Science,Data Science,Part-time,11.33,No,No,Yes,Email Marketing,$39617,Yes,Both,Yes,Tier 2,695
Nepal,Dhulikhel,Kathmandu University,Private,Yes,Arts,AI,Online,13.61,Yes,Yes,No,Influencer Marketing,$11330,Yes,Consulting,Yes,Tier 3,364
Nepal,Birendranagar,Mid-Western University ,Private,No,Engineering,AI,Full-time,12.65,No,Yes,No,Direct Engagement,$40734,Yes,Training,No,Tier 3,736
Nepal,Mahendranagar,Far Western University ,Private,No,Engineering,ML,Part-time,17.91,Yes,Yes,No,Direct Engagement,$15389,No,Both,Yes,Tier 2,884
